,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,service,duration,orig_bytes,resp_bytes,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,proto_icmp,proto_tcp,proto_udp,conn_state_OTH,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_S3,conn_state_SF,conn_state_SH,conn_state_SHR,label
99,1525879890.025014,C7U6no1Tf8sJiW7xA,192.168.100.103,60798.0,125.219.36.111,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
100,1525879836.004994,CZleUm1UKzGY8MWxP1,192.168.100.103,43763.0,35.38.213.214,56982.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
101,1525879891.01645,CSXtqQ2F6dPbc1Hknl,192.168.100.103,38855.0,91.111.5.30,23.0,-,2.998565,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
102,1525879891.024945,CHXmiL1Gqfoj1H4PR3,192.168.100.103,43780.0,205.67.37.168,2323.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
103,1525879837.005157,CCIJ1z2tBPkWMMZlBh,192.168.100.103,43763.0,195.88.192.199,33773.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
104,1525879892.025128,CscHG6O9SFCpzERRb,192.168.100.103,49397.0,170.138.139.23,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
105,1525879892.045117,CPmLwD2lfo7UytUYD7,192.168.100.103,35728.0,142.28.176.45,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
106,1525879838.005593,CFNJJG1hvJqgcwRTl4,192.168.100.103,43763.0,198.154.112.51,65495.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
107,1525879893.02507,CTzbji1ZHIQEa8mXji,192.168.100.103,44000.0,102.168.123.18,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
108,1525879893.045062,Cvs5a4jDwOlwPZarl,192.168.100.103,42885.0,126.19.105.2,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
109,1525879839.005265,C61tf1447QWryRBcD6,192.168.100.103,43763.0,65.88.143.49,1350.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
110,1525879894.044981,C5s0Zt3XoILrjsZSj4,192.168.100.103,35310.0,35.123.168.174,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
111,1525879840.005693,ChMpPQ1zUFuNoKjH29,192.168.100.103,43763.0,237.97.116.40,25098.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
112,1525879895.015931,CR32ExfmcLkPjXsmf,192.168.100.103,56410.0,181.59.165.142,2478.0,-,2.999309,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
113,1525879895.025177,Csof7n1TH5LO5VU82d,192.168.100.103,36589.0,104.15.217.111,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
114,1525879895.045163,CQCqbQ2PMDEGAHmXDc,192.168.100.103,35876.0,25.140.221.21,9527.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
115,1525879841.005128,C1CbQe103yK6DAA1Eb,192.168.100.103,43763.0,129.132.95.159,59695.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
116,1525879896.016362,C4di7q3SCgjSB2CU4l,192.168.100.103,34192.0,156.3.160.28,2323.0,-,2.998817,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
117,1525879896.025118,Cowyqg2wnfhopbyDie,192.168.100.103,49839.0,176.131.225.247,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
118,1525879842.005813,CAeQJv16YRuBRg7vyb,192.168.100.103,43763.0,128.53.93.97,15976.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
119,1525879897.016294,Cyqi1d1S4emrpx80M4,192.168.100.103,49034.0,87.111.206.14,23.0,-,2.998808,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
120,1525879842.860331,CIVrL917hicQSzlRAi,192.168.100.103,123.0,147.231.100.5,123.0,-,0.001239,48,48,-,-,0.0,Dd,1.0,76.0,1.0,76.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Benign
121,1525879843.005245,CeMgN9j3rsnSW9ow2,192.168.100.103,43763.0,175.181.81.141,798.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
122,1525879898.024972,CUsoBnYRssziyxYZ7,192.168.100.103,38855.0,91.111.5.30,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
123,1525879898.045211,CfHoGW17MDiXMA7oC1,192.168.100.103,60798.0,125.219.36.111,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
124,1525879840.999132,CZKirO2xw720VXyGf7,192.168.100.1,3.0,192.168.100.103,1.0,-,3.000055,180,0,-,-,0.0,-,3.0,264.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign
125,1525879844.005421,CHxs7V1PocZw0krQ9l,192.168.100.103,43763.0,183.27.99.193,40527.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
126,1525879899.045144,CQhiIsUdM9Gtnp5ll,192.168.100.103,43780.0,205.67.37.168,2323.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
127,1525879845.005103,CRdg2a4k6R86orRFD7,192.168.100.103,43763.0,173.82.148.74,56969.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
128,1525879900.045076,CIrhmz2U3WbgFTYuC6,192.168.100.103,49397.0,170.138.139.23,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
129,1525879846.005532,CuNsrn2asRoJisKJcl,192.168.100.103,43763.0,81.228.77.174,61072.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
130,1525879901.016025,CdDGQb4CsYRzoDSyhi,192.168.100.103,35151.0,79.19.121.231,2323.0,-,2.999057,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
131,1525879901.04503,C8pCEC47RMWbLxu7pb,192.168.100.103,44000.0,102.168.123.18,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
132,1525879847.005465,CarjlR34QJvVt0ERUj,192.168.100.103,43763.0,76.255.126.64,25403.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
133,1525879902.025207,CYKaMp1fvafBLTEqOg,192.168.100.103,56410.0,181.59.165.142,2478.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
134,1525879848.005645,C3bwvv1Ip6nWjwapC7,192.168.100.103,43763.0,211.23.5.111,43289.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
135,1525879903.01589,CSF72w2WCP60iDVR32,192.168.100.103,37151.0,211.169.31.213,23.0,-,2.999315,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
136,1525879903.025134,CVFfN21Mis9iRLUpL9,192.168.100.103,34192.0,156.3.160.28,2323.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
137,1525879903.045124,CvKMev2fxl07I0DFRd,192.168.100.103,36589.0,104.15.217.111,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
138,1525879849.005576,CNz9uI17Fb4aE7zjR8,192.168.100.103,43763.0,8.7.228.40,5679.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
139,1525879904.025067,CgqRn110PxhgKLNfNb,192.168.100.103,49034.0,87.111.206.14,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
140,1525879904.045055,CK5qYn1YiVsj45LE09,192.168.100.103,49839.0,176.131.225.247,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
141,1525879850.005755,C1Qa713yr3ACUNJri9,192.168.100.103,43763.0,74.144.120.255,26721.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
142,1525879905.016005,Cnn5YZ275IbYRiclw,192.168.100.103,34270.0,139.57.54.239,23.0,-,2.999057,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
143,1525879850.375819,C0kwyC47NorZVvNat8,122.152.1.198,11.0,192.168.100.103,0.0,-,0.0,0,0,-,-,0.0,-,1.0,56.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign
144,1525879851.005688,CHhPev3LqzVZOySCi,192.168.100.103,43763.0,29.63.215.131,58861.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
145,1525879906.0452,C1MVfYBg5amf9laql,192.168.100.103,38855.0,91.111.5.30,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
146,1525879852.00537,CFS2CR2wdAvlWX0yn4,192.168.100.103,43763.0,77.217.131.211,15256.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
147,1525879907.01612,CYlR2Y1d6yjCLByRVf,192.168.100.103,43202.0,38.103.171.238,8080.0,-,2.999065,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
148,1525879852.488356,CYTRb34oQXGxDRvh25,77.217.131.211,3.0,192.168.100.103,3.0,-,0.0,0,0,-,-,0.0,-,1.0,68.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign
149,1525879853.005799,CIjk7t1bOG40oFqZd8,192.168.100.103,43763.0,186.103.101.236,13207.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
150,1525879908.025046,CQ9b1a17xfZbl1UCS3,192.168.100.103,35151.0,79.19.121.231,2323.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
151,1525879854.005731,CHLKuT32rZT5rvBpUf,192.168.100.103,43763.0,4.5.84.209,12953.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
152,1525879909.016237,C6RFhT1NhlHFsOYfye,192.168.100.103,34417.0,19.217.46.253,8080.0,-,2.998806,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
153,1525879855.005663,CgKwma2su9WOfNm9q4,192.168.100.103,43763.0,103.28.210.16,19730.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
154,1525879910.016416,CeFeNz4JpcKbrwIoRd,192.168.100.103,42451.0,47.186.63.12,23.0,-,2.998812,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
155,1525879910.04515,CcvozT37FMMwE0qpFb,192.168.100.103,56410.0,181.59.165.142,2478.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
156,1525879856.005595,CipLSF2FHZDZLTNpD5,192.168.100.103,43763.0,72.249.243.146,8506.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
157,1525879911.016349,CXox0q1Hyk8i6orJT8,192.168.100.103,36460.0,47.140.34.32,8080.0,-,2.998809,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
158,1525879911.045084,CqYvOB2Qnq5VRHylw7,192.168.100.103,34192.0,156.3.160.28,2323.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
159,1525879857.005526,CPXdRn4K4g9k2BnfI5,192.168.100.103,43763.0,44.33.86.114,48857.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
160,1525879912.016781,CCJVTSvvwqs3uWtr,192.168.100.103,40166.0,159.183.195.153,8080.0,-,2.998315,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
161,1525879912.025036,Cf6mA34bneokFdkFib,192.168.100.103,34270.0,139.57.54.239,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
162,1525879912.045023,COmpkE4D0HJL9226Lf,192.168.100.103,49034.0,87.111.206.14,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
163,1525879858.00546,C5vTpn1MUMUah1Uvt2,192.168.100.103,43763.0,92.223.120.211,31497.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
164,1525879859.005389,Cg6efI2DnHYwvkNSN9,192.168.100.103,43763.0,230.186.13.205,60879.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
165,1525879914.025143,C5R9Gi3eApp2TJHpUe,192.168.100.103,43202.0,38.103.171.238,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
166,1525879860.005573,CKJ2yx2kxGcSNtNK23,192.168.100.103,43763.0,205.92.92.75,62538.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
167,1525879915.01608,Coe3fX1qDCXPJlOmH6,192.168.100.103,42830.0,111.92.128.54,8080.0,-,2.99906,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
168,1525879861.005261,CniYbaljMirP2TkMd,192.168.100.103,43763.0,235.243.204.44,27885.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
169,1525879916.016515,CxWSaX1BdkFLj26yEd,192.168.100.103,49192.0,61.215.126.36,23.0,-,2.998556,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
170,1525879916.025009,CuhcoW2smaqZnde6Ya,192.168.100.103,34417.0,19.217.46.253,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
171,1525879916.045247,CdyRqq4yL902uNkSE6,192.168.100.103,35151.0,79.19.121.231,2323.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
172,1525879862.005433,C8LiKu41ORUvlG0zng,192.168.100.103,43763.0,8.0.137.226,47246.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
173,1525879917.016445,CKgffR2u7FCajvawwf,192.168.100.103,44147.0,88.25.208.145,8080.0,-,2.998817,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
174,1525879917.025191,CAxmJS2VRriQBuhJMk,192.168.100.103,42451.0,47.186.63.12,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
175,1525879863.005124,CXJ0d620vHfbrJBF5e,192.168.100.103,43763.0,243.85.202.144,7208.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
176,1525879918.016378,C4coCY29lAynaNtBba,192.168.100.103,53599.0,196.4.130.35,2323.0,-,2.998808,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
177,1525879918.025124,CAu6fn2vl45dHUDc1e,192.168.100.103,36460.0,47.140.34.32,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
178,1525879864.005548,C3BNBp30h9HQ8opTq3,192.168.100.103,43763.0,96.95.176.123,52802.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
179,1525879919.025057,Cj3z9m3tcVDXnw2IOb,192.168.100.103,40166.0,159.183.195.153,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
180,1525879865.005479,Cyl7Rw1og3BLHFrzl,192.168.100.103,43763.0,16.231.54.44,36181.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
181,1525879920.015995,CtNk1n1MLPc7bTU5v9,192.168.100.103,50039.0,208.98.38.74,2323.0,-,2.999058,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
182,1525879920.045228,COetCI3sZT16TZqO01,192.168.100.103,34270.0,139.57.54.239,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
183,1525879866.00566,CSyJRAYI3boHw2Df5,192.168.100.103,43763.0,230.49.107.32,15425.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
184,1525879921.016427,CpdhI62kybwy2tnp1l,192.168.100.103,40983.0,83.173.41.5,56742.0,-,2.998808,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
185,1525879867.005341,C0knUOhAWZnApIhVl,192.168.100.103,43763.0,124.209.133.112,61848.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
186,1525879922.025105,CYgqrA3LnFRCRAhxFe,192.168.100.103,42830.0,111.92.128.54,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
187,1525879922.045094,CYOL48wBvy9t9dIah,192.168.100.103,43202.0,38.103.171.238,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
188,1525879867.860615,Cq5lXlLlAHSwxtFDd,192.168.100.103,123.0,89.221.214.130,123.0,-,0.003737,48,48,-,-,0.0,Dd,1.0,76.0,1.0,76.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Benign
189,1525879868.005521,Cz810P2wbW07mOGeK2,192.168.100.103,43763.0,182.38.96.176,23495.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
190,1525879923.016293,C6K0nG3tK4DKucB1Zd,192.168.100.103,47863.0,204.99.190.99,8080.0,-,2.998817,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
191,1525879923.025038,CJ03p336NnIGh5AwCj,192.168.100.103,49192.0,61.215.126.36,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
192,1525879868.410809,C37YVX39MI9decg3Uh,182.38.96.176,3.0,192.168.100.103,3.0,-,0.0,0,0,-,-,0.0,-,1.0,68.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign
193,1525879869.005215,CapD4fveAUwtSgvf5,192.168.100.103,43763.0,162.36.47.20,25523.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
194,1525879924.025224,CS7PFCPWFh8j5fhq6,192.168.100.103,44147.0,88.25.208.145,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
195,1525879924.04521,C9LIEt16RKv0C59Y3h,192.168.100.103,34417.0,19.217.46.253,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
196,1525879870.005387,C6fUhG3Zg77y6n8J9c,192.168.100.103,43763.0,134.159.7.217,46232.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
197,1525879925.025156,Cyr4Cj3olKJKn6FQmb,192.168.100.103,53599.0,196.4.130.35,2323.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
198,1525879925.045142,Cp5gLX2ccHhL1Ez5bd,192.168.100.103,42451.0,47.186.63.12,23.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
199,1525879871.005076,CwYEEw3woQFzvWl73k,192.168.100.103,43763.0,236.43.172.44,62754.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
200,1525879926.045077,CdFEJQ26eVJhiv4tZd,192.168.100.103,36460.0,47.140.34.32,8080.0,-,0.0,0,0,-,-,0.0,S,1.0,60.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
201,1525879872.0055,CdkNzs1Cg4vDPw8Pn2,192.168.100.103,43763.0,89.32.56.59,36512.0,-,0.0,0,0,-,-,0.0,D,1.0,40.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Benign
202,1525879927.016026,Cnwib229F0Du4CG2O5,192.168.100.103,56024.0,114.252.229.189,23.0,-,2.999058,0,0,-,-,0.0,S,3.0,180.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PartOfAHorizontalPortScan
